domain,ideology,type
columbusalive.com,,local
visaliatimesdelta.com,,local
selmatimesjournal.com,,local
antena3.com,-0.1923,
kesq.com,0.1353,
ksfy.com,0.4237,
ktbs.com,0.36,
theconservativetreehouse.com,0.8907,
wrex.com,,
inthesetimes.com,-0.7717,national
prospect.org,-0.7318,national
publicintegrity.org,-0.3638,national
tauntongazette.com,-0.2459,local
collegemagazine.com,-0.056,national
adelaidenow.com.au,-0.0409,international
sunnyskyz.com,0.0206,national
nrtoday.com,0.0254,local
niagara-gazette.com,0.1133,local
southbendtribune.com,0.1353,local
mdjonline.com,0.2428,local
madworldnews.com,0.8051,national
frontpagemag.com,0.8359,national
stream.org,0.8676,national
times-standard.com,,local
thecitizen.com,,local
mansfieldnewsjournal.com,,local
kdlt.com,0.4655,
kmph.com,,
wwaytv3.com,0.4484,
rsf.org,-0.5034,international
mainichi.jp,-0.4552,international
macleans.ca,-0.3833,international
publicpolicypolling.com,-0.3491,national
oneidadispatch.com,-0.2601,local
sj-r.com,-0.2453,local
vancouversun.com,-0.1695,international
thescottishsun.co.uk,-0.0443,international
auburnpub.com,-0.0307,local
ibj.com,0.1099,local
prweb.com,0.1293,national
oleantimesherald.com,0.1677,local
theintelligencer.net,0.2689,local
jacksonsun.com,0.4223,local
hutchnews.com,0.6133,local
crtv.com,0.9339,national
hpenews.com,,local
grandlakenews.com,,local
mercedsunstar.com,,local
monroenews.com,,local
sharonherald.com,,local
blufftontoday.com,,local
villagesoup.com,,local
shelbycountyreporter.com,,local
mihomepaper.com,,local
abc-7.com,0.4118,
cbs46.com,0.2506,
kplctv.com,0.5041,
attn.com,-0.6387,national
thedp.com,-0.5556,local
dailyprogress.com,-0.3991,local
missoulian.com,-0.3516,local
newsreview.com,-0.272,local
wsws.org,-0.1834,national
vcstar.com,-0.0749,local
nwaonline.com,-0.0476,local
theday.com,-0.0263,local
newburyportnews.com,0.1527,local
caller.com,0.2322,local
theledger.com,0.3499,local
thedailynewsonline.com,0.4566,local
thenewsenterprise.com,0.4726,local
hmbreview.com,,local
ifallsjournal.com,,local
norwalkreflector.com,,local
westmilfordmessenger.com,,local
independentmail.com,,local
mymalonetelegram.com,,local
thepostsearchlight.com,,local
13wmaz.com,0.059,
wktv.com,0.2591,
wtap.com,,
thevillager.com,-0.7859,local
theage.com.au,-0.3447,international
bismarcktribune.com,-0.2806,local
ledger-enquirer.com,-0.199,local
mintpressnews.com,-0.1743,national
newindianexpress.com,-0.0819,international
azcapitoltimes.com,-0.0592,local
times-news.com,-0.02,local
pottsmerc.com,0.0824,local
kitsapsun.com,0.1944,local
cumberlink.com,0.2777,local
newsadvance.com,0.3471,local
marinecorpstimes.com,0.409,national
newsherald.com,0.5541,local
firstthings.com,0.6961,national
billoreilly.com,0.9113,national
baxterbulletin.com,,local
oconeeenterprise.com,,local
pal-item.com,,local
miningjournal.net,,local
newstribune.com,,local
cedarrepublican.com,,local
manchestertimes.com,,local
newportplaintalk.com,,local
courieranywhere.com,,local
nvdaily.com,,local
wdtimes.com,,local
pressenterpriseonline.com,,local
times-gazette.com,,local
thecourierexpress.com,,local
davisclipper.com,,local
cheddar.com,-0.1446,
krem.com,0.081,
kttc.com,,
pressandjournal.co.uk,,
week.com,,
themarshallproject.org,-0.7337,national
washingtonmonthly.com,-0.6629,national
vnews.com,-0.3858,local
mainebiz.biz,-0.2073,local
fredericksburg.com,-0.1827,local
centraljersey.com,-0.1506,local
bellinghamherald.com,-0.0871,local
liherald.com,-0.084,local
seacoastonline.com,-0.0714,local
sgvtribune.com,-0.0625,local
gjsentinel.com,-0.0419,local
repubblica.it,-0.0197,international
flkeysnews.com,-0.0106,local
timesleader.com,0.0405,local
buckscountycouriertimes.com,0.1298,local
greenbaypressgazette.com,0.1576,local
newswire.com,0.225,national
wcfcourier.com,0.2743,local
nwfdailynews.com,0.5121,local
goshennews.com,,local
carycitizen.com,,local
morganton.com,,local
claremoreprogress.com,,local
spartalive.com,,local
kdhnews.com,,local
yourstephenvilletx.com,,local
dothaneagle.com,,local
riverreporter.com,,local
macombdaily.com,,local
mankatofreepress.com,,local
eastidahonews.com,0.646,
roguerocket.com,,
smartnews.com,0.0467,
wach.com,,
sacurrent.com,-0.7248,local
yaledailynews.com,-0.5554,local
dailycal.org,-0.3892,local
tucsonweekly.com,-0.268,local
sevendaysvt.com,-0.2013,local
concordmonitor.com,-0.1948,local
deccanchronicle.com,-0.072,local
recordnet.com,0.0859,local
heraldonline.com,0.0988,local
consortiumnews.com,0.1885,national
journaltimes.com,0.1937,local
yorkdispatch.com,0.1967,local
creators.com,0.255,national
eveningsun.com,0.341,local
dcourier.com,0.3942,local
gazettes.com,,local
theridgefieldpress.com,,local
postregister.com,,local
bellevueheraldleader.com,,local
hollandsentinel.com,,local
presspubs.com,,local
theleafchronicle.com,,local
tullahomanews.com,,local
bladenjournal.com,,local
thetandd.com,,local
gosanangelo.com,,local
vvdailypress.com,,local
leavenworthtimes.com,,local
kten.com,,
ktvz.com,0.0835,
ktxs.com,,
newsy.com,0.0144,
wnyt.com,0.0305,
therealnews.com,-0.7059,national
niemanlab.org,-0.6013,national
dailytexanonline.com,-0.3615,local
santafenewmexican.com,-0.3513,local
artvoice.com,-0.25,local
thedrum.com,-0.2465,international
theeagle.com,-0.0928,local
bozemandailychronicle.com,-0.0883,local
pamplinmedia.com,-0.0585,local
chattanoogan.com,0.045,local
democratherald.com,0.057,local
theintell.com,0.0599,local
alligator.org,0.092,local
vaildaily.com,0.1017,local
theworldlink.com,0.1256,local
postbulletin.com,0.1734,local
newjerseyhills.com,0.179,local
dailybulletin.com,0.1866,local
courier-tribune.com,0.2197,local
timeswv.com,0.247,local
independenttribune.com,0.4468,local
the-dispatch.com,0.4512,local
nysun.com,0.5494,local
crisismagazine.com,0.872,national
aim.org,0.8851,national
sdcitybeat.com,,local
suwanneedemocrat.com,,local
dnews.com,,local
thebraziltimes.com,,local
hometownlife.com,,local
clarecountyreview.com,,local
themorningsun.com,,local
springfieldnewssun.com,,local
zanesvilletimesrecorder.com,,local
dailyrepublic.com,,local
brainerddispatch.com,,local
donaldsonvillechief.com,,local
fox47news.com,,
ktre.com,,
lanacion.com.ar,-0.2291,
wane.com,0.1797,
progressive.org,-0.8814,national
thebaffler.com,-0.7773,national
revealnews.org,-0.6576,national
pghcitypaper.com,-0.635,local
straight.com,-0.5679,international
gazettenet.com,-0.5306,local
thenews.com.pk,-0.456,international
laopinion.com,-0.4552,local
crainsnewyork.com,-0.4086,local
project-syndicate.org,-0.4049,national
leadertelegram.com,-0.2525,local
bendbulletin.com,-0.1403,local
thesunchronicle.com,-0.075,local
dailyjournal.net,0.0246,local
tri-cityherald.com,0.045,local
thedailyjournal.com,0.0551,local
kentuckynewera.com,0.1049,local
newarkpostonline.com,0.1144,local
indianagazette.com,0.1641,local
capemaycountyherald.com,0.1802,local
houmatoday.com,0.1836,local
lubbockonline.com,0.2126,local
somdnews.com,0.2132,local
amestrib.com,0.2889,local
eastvalleytribune.com,0.3395,local
jaxdailyrecord.com,0.424,local
starherald.com,0.4627,local
robesonian.com,0.5139,local
madriverunion.com,,local
pasadenanow.com,,local
ladowntownnews.com,,local
mtdemocrat.com,,local
keysnews.com,,local
mauinews.com,,local
thetimesweekly.com,,local
carrollcountycomet.com,,local
ironmountaindailynews.com,,local
chroniclet.com,,local
northwestsignal.net,,local
herald-citizen.com,,local
advocateanddemocrat.com,,local
richfieldreaper.com,,local
hngnews.com,,local
wausaudailyherald.com,,local
globalissues.org,,international
insidenova.com,,local
enewscourier.com,,local
thehawkeye.com,,local
lucianne.com,,national
thepamliconews.com,,local
scnow.com,,local
rheaheraldnews.com,,local
i24news.tv,0.0719,
kadn.com,,
jacksonfreepress.com,-0.8329,local
opendemocracy.net,-0.6732,international
seattleweekly.com,-0.6142,local
newhavenindependent.org,-0.5474,local
brooklyneagle.com,-0.5115,local
asahi.com,-0.4076,international
memphisflyer.com,-0.3911,local
galvnews.com,-0.3651,local
vineyardgazette.com,-0.3615,local
summitdaily.com,-0.3456,local
independent.com,-0.3052,local
dailyfreeman.com,-0.2551,local
mid-day.com,-0.2486,international
gazettetimes.com,-0.2168,local
aspentimes.com,-0.1952,local
guardianlv.com,-0.179,national
gloucestertimes.com,-0.0564,local
midhudsonnews.com,-0.0026,local
journalgazette.net,0.0015,local
greatfallstribune.com,0.0387,local
lasvegasweekly.com,0.0395,local
theprovince.com,0.0963,international
dailyrecord.com,0.2389,local
gastongazette.com,0.2891,local
businessreport.com,0.4646,local
standard.net,0.4708,local
businessobserverfl.com,0.628,local
canadafreepress.com,0.8944,international
syvnews.com,,local
srpmic-nsn.gov,,local
iecn.com,,local
yoursun.com,,local
gwinnettdailypost.com,,local
pikecountygeorgia.com,,local
civilbeat.org,,local
clintonherald.com,,local
thetimesherald.com,,local
hastingsstargazette.com,,local
4bcaonline.com,,local
sent-trib.com,,local
thenews-messenger.com,,local
augustafreepress.com,,local
methowvalleynews.com,,local
marshfieldnewsherald.com,,local
gmtoday.com,,local
thenewsherald.com,,local
conwaydailysun.com,,local
wellsvilledaily.com,,local
wnewsj.com,,local
njeffersonnews.com,,local
bastropenterprise.com,,local
heraldbulletin.com,,local
tdn.com,,local
maconcountytimes.com,,local
ansa.it,-0.0985,
fourstateshomepage.com,,
kyma.com,,
newsnet5.com,0.1561,
telemundo51.com,,
wxow.com,,
abclocal.go.com,-0.001,
dotnews.com,-0.7934,local
sfbayview.com,-0.7262,local
eugeneweekly.com,-0.7197,local
fair.org,-0.6554,national
qchron.com,-0.5258,local
nashvillescene.com,-0.3931,local
thecharlottepost.com,-0.3357,local
burlingtonfreepress.com,-0.334,local
ithacajournal.com,-0.3251,local
newswise.com,-0.3074,national
durangoherald.com,-0.1143,local
financialexpress.com,-0.1017,international
27east.com,-0.0899,local
sentinelsource.com,-0.0849,local
timescall.com,-0.0774,local
middletownpress.com,-0.0745,local
crainsdetroit.com,-0.0461,local
chieftain.com,0.005,local
registercitizen.com,0.0268,local
ncnewsonline.com,0.0974,local
saratogian.com,0.198,local
gantdaily.com,0.225,local
magicvalley.com,0.254,local
njherald.com,0.2805,local
sungazette.com,0.2819,local
hastingstribune.com,0.4223,local
amarillo.com,0.4287,local
newsandsentinel.com,0.4614,local
columbustelegram.com,0.5139,local
winchesterstar.com,,local
news-journal.com,,local
nogalesinternational.com,,local
lodinews.com,,local
trumbulltimes.com,,local
journal-topics.com,,local
jg-tc.com,,local
journal-republican.com,,local
whig.com,,local
akronhometowner.com,,local
freemanjournal.net,,local
paintsvilleherald.com,,local
eunicetoday.com,,local
timesrecord.com,,local
bellevilleareaindependent.com,,local
grbj.com,,local
crowrivermedia.com,,local
virginiamn.com,,local
houstonherald.com,,local
hcpress.com,,local
clintonnc.com,,local
yesweekly.com,,local
rockymounttelegram.com,,local
lancastereaglegazette.com,,local
tillamookheadlightherald.com,,local
theprogressnews.com,,local
thepublicopinion.com,,local
overtoncountynews.com,,local
ntxe-news.com,,local
reformer.com,,local
dansvilleonline.com,,local
laurinburgexchange.com,,local
oakridger.com,,local
brownsvilleherald.com,,local
mrt.com,,local
meridianstar.com,,local
eveningtribune.com,,local
demopolistimes.com,,local
taftmidwaydriller.com,,local
thekansan.com,,local
mcalesternews.com,,local
abc45.com,,
elespectador.com,-0.3703,
keyt.com,,
kjct8.com,,
kswo.com,0.4484,
nbc10.com,,
wtvq.com,0.1737,
wvva.com,0.2466,
colorlines.com,-0.8871,national
gothamgazette.com,-0.7524,local
recorder.com,-0.4388,local
capenews.net,-0.4094,local
khaleejtimes.com,-0.2845,local
charlestoncitypaper.com,-0.2073,local
mtstandard.com,-0.1776,local
fltimes.com,-0.1654,local
noozhawk.com,-0.1284,local
edmontonjournal.com,-0.104,international
calgaryherald.com,-0.0708,international
thehindubusinessline.com,-0.0209,international
hartfordbusiness.com,0.0009,local
thedailystar.com,0.0134,local
dailygazette.com,0.0368,local
dailycomet.com,0.045,local
njbiz.com,0.1044,local
eastoregonian.com,0.1076,local
capitalpress.com,0.1113,local
register-herald.com,0.1274,local
dukechronicle.com,0.1741,local
calgarysun.com,0.2658,international
reporterherald.com,0.2672,local
shelbystar.com,0.3621,local
salina.com,0.5187,local
edmondsun.com,0.58,local
cdapress.com,0.6114,local
newtimesslo.com,,local
avenuenews.com,,local
rdrnews.com,,local
thecallnews.com,,local
frontiersman.com,,local
grandcanyonnews.com,,local
desertnews.com,,local
pleasantonweekly.com,,local
smmirror.com,,local
northfulton.com,,local
rvpnews.com,,local
heraldargus.com,,local
salemleader.com,,local
maqnews.com,,local
wintersetmadisonian.com,,local
thetimestribune.com,,local
bridgton.com,,local
hillsdale.net,,local
wctrib.com,,local
msbusiness.com,,local
auroraadvertiser.net,,local
monett-times.com,,local
indexnewspaper.com,,national
yourdailyjournal.com,,local
thedigitalcourier.com,,local
westbendnews.net,,local
kentontimes.com,,local
miamiok.com,,local
standard-journal.com,,local
free-times.com,,local
reporternews.com,,local
thefacts.com,,local
portlavacawave.com,,local
tdtnews.com,,local
timesargus.com,,local
benningtonbanner.com,,local
southwhidbeyrecord.com,,local
chinookobserver.com,,local
powelltribune.com,,local
americanbazaaronline.com,,national
chicagomaroon.com,,local
sandmountainreporter.com,,local
times-journal.com,,local
appeal-democrat.com,,local
fontanaheraldnews.com,,local
myvalleynews.com,,local
ukiahdailyjournal.com,,local
ourmidland.com,,local
gouverneurtribunepress.com,,local
timesreporter.com,,local
therecordherald.com,,local
kokomoperspective.com,,local
citizentribune.com,,local
advocatepress.com,,local
messagemedia.com,,local
neagle.com,,local
baycitytribune.com,,local
fox43tv.com,,
hotnews.ro,,
kmiz.com,,
kotatv.com,0.1353,
kq2.com,,
kulr8.com,,
nbc16.com,-0.3385,
nbc24.com,,
vpr.org,,
waow.com,,
wdam.com,0.1866,
wicz.com,0.0948,
wkowtv.com,,
wlfi.com,,
wsav.com,0.0089,
wvah.com,,
dissentmagazine.org,-0.857,national
msmagazine.com,-0.8201,national
philadelphiaweekly.com,-0.5648,local
worldpressphoto.org,-0.5482,international
telegraphindia.com,-0.5449,international
cornellsun.com,-0.5338,local
hudsonreporter.com,-0.5057,local
news.berkeley.edu,-0.4855,national
michigandaily.com,-0.4827,local
journalism.org,-0.381,national
westport-news.com,-0.2585,local
miamitimesonline.com,-0.25,local
flatheadbeacon.com,-0.2401,local
thedailyrecord.com,-0.2061,local
brooklynreporter.com,-0.2004,local
winnipegfreepress.com,-0.1939,local
canberratimes.com.au,-0.1877,international
newswire.ca,-0.1763,international
taosnews.com,-0.1751,local
afr.com,-0.1531,international
newsminer.com,-0.1174,local
njtoday.net,-0.1107,local
cityweekly.net,-0.0958,local
patriotledger.com,-0.0867,local
pressrepublican.com,-0.0708,local
sentinelandenterprise.com,-0.0686,local
longislandpress.com,-0.0461,local
milforddailynews.com,-0.0005,local
nhbr.com,0.0015,local
stargazette.com,0.018,local
daily-times.com,0.045,local
enterprisenews.com,0.0559,local
therepublic.com,0.0761,local
dailyindependent.com,0.0761,local
libn.com,0.0951,local
norwichbulletin.com,0.1192,local
timesonline.com,0.1328,local
observer-reporter.com,0.1999,local
timescolonist.com,0.2173,international
mpnnow.com,0.2295,local
meadvilletribune.com,0.2851,local
neworleanscitybusiness.com,0.3105,local
normantranscript.com,0.3523,local
bgdailynews.com,0.3749,local
aberdeennews.com,0.4177,local
stwnewspress.com,0.4391,local
yourobserver.com,0.4942,local
enidnews.com,0.5259,local
fremonttribune.com,0.6413,local
gettysburgtimes.com,,local
timestelegram.com,,local
thegardenisland.com,,local
oaoa.com,,local
birminghamtimes.com,,local
thearcticsounder.com,,local
ajnews.com,,local
bentoncourier.com,,local
whittierdailynews.com,,local
gilroydispatch.com,,local
highlandnews.net,,local
metnews.com,,local
malibutimes.com,,local
montereycountyweekly.com,,local
paradisepost.com,,local
ridgecrestca.com,,local
smdailyjournal.com,,local
signalscv.com,,local
santamariasun.com,,local
santamariatimes.com,,local
turlockjournal.com,,local
canoncitydailyrecord.com,,local
lajuntatribunedemocrat.com,,local
lakecityreporter.com,,local
pontevedrarecorder.com,,local
theatlantavoice.com,,local
mundohispanico.com,,national
tribuneledgernews.com,,local
times-herald.com,,local
unionrecorder.com,,local
emanuelcountylive.com,,local
hawaiitribune-herald.com,,local
tetonvalleynews.net,,local
theintelligencer.com,,local
forestparkreview.com,,local
journalstandard.com,,local
dailyregister.com,,local
myjournalcourier.com,,local
rockrivertimes.com,,local
thenewsdispatch.com,,local
charlescitypress.com,,local
monticelloexpress.com,,local
linncountynews.net,,local
harrodsburgherald.com,,local
oldhamera.com,,local
smileypete.com,,local
americanpress.com,,local
dailyworld.com,,local
machiasnews.com,,local
thereminder.com,,local
homenewshere.com,,local
michigansthumb.com,,local
mibiz.com,,local
voicenews.com,,local
swcbulletin.com,,local
southwestjournal.com,,local
pipestonestar.com,,local
walkermn.com,,local
natchezdemocrat.com,,local
oxfordeagle.com,,local
starkvilledailynews.com,,local
vicksburgpost.com,,local
semissourian.com,,local
examiner.net,,local
thesalemnewsonline.com,,local
phtimes.net,,local
webstercountycitizen.com,,local
dailystarjournal.com,,local
beatricedailysun.com,,local
towntopics.com,,local
ruidosonews.com,,local
greatneckrecord.com,,local
suncommunitynews.com,,local
mpcourier.com,,local
norwoodnews.org,,local
mountolivetribune.com,,local
wschronicle.com,,local
jamestownsun.com,,local
westfargopioneer.com,,local
thecourier.com,,local
dailyadvocate.com,,local
limaohio.com,,local
theeveningleader.com,,local
sanduskyregister.com,,local
thevillagereporter.com,,local
the-daily-record.com,,local
buckscountyherald.com,,local
phoenixvillenews.com,,local
elkvalleytimes.com,,local
johnsoncitypress.com,,local
heraldandtribune.com,,local
dnj.com,,local
dentonrc.com,,local
marshallnewsmessenger.com,,local
palestineherald.com,,local
heralddemocrat.com,,local
waxahachietx.com,,local
godanriver.com,,local
suffolknewsherald.com,,local
columbiabasinherald.com,,local
ptleader.com,,local
newstribune.info,,local
rivertowns.net,,local
westhawaiitoday.com,,local
greensburgdailynews.com,,local
enterprisepub.com,,local
dailyjournalonline.com,,local
oswegocountynewsnow.com,,local
oswegocountytoday.com,,local
blackwelljournaltribune.net,,local
salem-news.com,,local
bradfordera.com,,local
progress-index.com,,local
smdp.com,,local
toacorn.com,,local
broomfieldenterprise.com,,local
doverpost.com,,local
aroundosceola.com,,local
carmitimes.com,,local
teutopolispress.com,,local
sjnewsonline.com,,local
middlesborodailynews.com,,local
montenews.com,,local
timesreview.com,,local
news-shield.com,,local
siasat.com,,international
abc6.com,-0.032,
kolotv.com,0.2383,
nbc5.com,,
wxxv25.com,,
tytnetwork.com,-0.9189,national
chicagoreporter.com,-0.8419,local
bostonreview.net,-0.8007,national
citypaper.com,-0.752,local
stlamerican.com,-0.7399,local
truth-out.org,-0.7375,national
sfreporter.com,-0.6463,local
thedailybanter.com,-0.6255,national
eastbayexpress.com,-0.5776,local
lasentinel.net,-0.5403,local
riverdalepress.com,-0.5237,local
pbn.com,-0.4213,local
atlantadailyworld.com,-0.3911,local
clclt.com,-0.3812,local
palmbeachdailynews.com,-0.3543,local
navajotimes.com,-0.3231,local
thedailystar.net,-0.3193,international
hurriyetdailynews.com,-0.2996,local
ithaca.com,-0.2775,local
paloaltoonline.com,-0.2732,local
dailybruin.com,-0.267,local
stanforddaily.com,-0.2425,local
nuvo.net,-0.2073,local
ctnow.com,-0.1834,local
juneauempire.com,-0.1741,local
westfaironline.com,-0.1626,local
montgomerynews.com,-0.1564,local
thetimesnews.com,-0.1148,local
mainlinemedianews.com,-0.0893,local
state-journal.com,-0.0621,local
pasadenastarnews.com,-0.0476,local
thechronicleherald.ca,-0.0381,international
einnews.com,-0.0241,local
armenianweekly.com,-0.0196,national
theislandnow.com,-0.0181,local
thewesterlysun.com,-0.0077,local
csindy.com,0.0201,local
burlingtoncountytimes.com,0.045,local
stardem.com,0.0735,local
delawarestatenews.net,0.0786,local
thedaonline.com,0.0786,local
timesherald.com,0.0859,local
heraldstandard.com,0.1172,local
themonitor.com,0.1228,local
thereporteronline.com,0.1298,local
tahlequahdailypress.com,0.1322,local
myrecordjournal.com,0.1408,local
thedickinsonpress.com,0.1744,local
rbj.net,0.1757,local
rep-am.com,0.2101,local
nashuatelegraph.com,0.2708,local
statesville.com,0.2761,local
emporiagazette.com,0.3673,local
thepilot.com,0.3727,local
dailycommercial.com,0.3996,local
wyomingnews.com,0.4074,local
idahobusinessreview.com,0.4086,local
rcnky.com,0.4172,local
havasunews.com,0.5122,local
gctelegram.com,0.5441,local
intellihub.com,0.6338,national
nptelegraph.com,0.678,local
projectveritasaction.com,0.8976,national
kdminer.com,,local
claremont-courier.com,,local
hanfordsentinel.com,,local
timesheraldonline.com,,local
newsitem.com,,local
victoriaadvocate.com,,local
shepherdexpress.com,,local
brewtonstandard.com,,local
clantonadvertiser.com,,local
cullmantimes.com,,local
gadsdenmessenger.com,,local
lagniappemobile.com,,local
newsaegis.com,,local
anchoragepress.com,,local
cvbugle.com,,local
verdenews.com,,local
silverbelt.com,,local
gvnews.com,,local
eacourier.com,,local
wmicentral.com,,local
willcoxrangenews.com,,local
carrollconews.com,,local
boonevilledemocrat.com,,local
thepress.net,,local
theava.com,,local
thecamarilloacorn.com,,local
cerescourier.com,,local
maderatribune.com,,local
davisenterprise.com,,local
thevalleychronicle.com,,local
rafu.com,,local
eccalifornian.com,,local
pasoroblesdailynews.com,,local
heraldpublications.com,,local
redwoodtimes.com,,local
theunion.com,,local
lagunabeachindy.com,,local
mountain-news.com,,local
kernvalleysun.com,,local
independentnews.com,,local
argonautnews.com,,local
mercedcountytimes.net,,local
orovillemr.com,,local
ranchosantafereview.com,,local
sandiego.com,,local
sdvoice.info,,local
goodtimes.sc,,local
smobserved.com,,local
northbaybusinessjournal.com,,local
tahoedailytribune.com,,local
thetahoeweekly.com,,local
tahoe.com,,local
mpacorn.com,,local
hidesertstar.com,,local
dailydemocrat.com,,local
aspendailynews.com,,local
pinerivertimes.com,,local
chaffeecountytimes.com,,local
fortmorgantimes.com,,local
beaconseniornews.com,,local
lamarledger.com,,local
northfortynews.com,,local
leadvilleherald.com,,local
montrosepress.com,,local
theheraldtimes.com,,local
hamlethub.com,,local
milfordmirror.com,,local
mycitizensnews.com,,local
ncadvertiser.com,,local
sussexcountian.com,,local
middletowntranscript.com,,local
thedestinlog.com,,local
lehighacrescitizen.com,,local
claytodayonline.com,,local
inweekly.net,,local
mysanfordherald.com,,local
reporternewspapers.net,,local
theblacksheartimes.com,,local
daily-tribune.com,,local
madisonjournaltoday.com,,local
dodgecountynews.com,,local
gainesvilletimes.com,,local
coastalcourier.com,,local
jacksonprogress-argus.com,,local
news-daily.com,,local
tribune-georgian.com,,local
henryherald.com,,local
moultrieobserver.com,,local
midweek.com,,local
idahocountyfreepress.com,,local
freepressnewspapers.com,,local
beverlyreview.net,,local
chicagocrusader.com,,local
chicagodefender.com,,local
hpherald.com,,local
lawndalenews.com,,local
nadignewspapers.com,,local
midweeknews.com,,local
lincolncourier.com,,local
kendallcountynow.com,,local
newsexaminer.com,,local
hartfordcitynewstimes.com,,local
weeklyview.net,,local
newsandtribune.com,,local
thecouriertimes.com,,local
washtimesherald.com,,local
flyergroup.com,,local
dewittobserver.com,,local
dyersvillecommercial.com,,local
timesrepublican.com,,local
muscatinejournal.com,,local
ottumwacourier.com,,local
stormlakepilottribune.com,,local
stormlake.com,,local
iolaregister.com,,local
republic-online.com,,local
peabodykansas.com,,local
tonganoxiemirror.com,,local
thenewsjournal.net,,local
sentinel-echo.com,,local
maysville-online.com,,local
westkentuckystar.com,,local
salyersvilleindependent.com,,local
heraldguide.com,,local
beauregarddailynews.net,,local
weeklycitizen.com,,local
sabinetoday.com,,local
press-herald.com,,local
iberianet.com,,local
rustonleader.com,,local
lcnme.com,,local
freepressonline.com,,local
mdcoastdispatch.com,,local
capecodchronicle.com,,local
thegardnernews.com,,local
leominsterchamp.com,,local
heraldpalladium.com,,local
tctimes.com,,local
sentinel-standard.com,,local
rockfordsquire.com,,local
thesalinepost.com,,local
belleplaineherald.com,,local
bemidjipioneer.com,,local
westsherburnetribune.com,,local
dl-online.com,,local
cookcountynews-herald.com,,local
herald-journal.com,,local
jacksoncountypilot.com,,local
marshallindependent.com,,local
chisagocountypress.com,,local
parkrapidsenterprise.com,,local
pineandlakes.com,,local
fillmorecountyjournal.com,,local
wadenapj.com,,local
windomnews.com,,local
cdispatch.com,,local
gwcommonwealth.com,,local
gulflive.com,,local
bransontrilakesnews.com,,local
buffaloreflex.com,,local
dosmundos.com,,local
neoshodailynews.com,,local
westplainsdailyquill.net,,local
ravallirepublic.com,,local
sewardindependent.com,,local
imperialrepublican.com,,local
jewishvoicesnj.org,,local
essexnewsdaily.com,,local
goleader.com,,local
news-bulletin.com,,local
hobbsnews.com,,local
scdailypress.com,,local
ourtownny.com,,local
observertoday.com,,local
indyeastend.com,,local
evesun.com,,local
leaderherald.com,,local
allotsego.com,,local
romesentinel.com,,local
saratogatodaynewspaper.com,,local
mooresvilletribune.com,,local
carolinacoastonline.com,,local
mtairynews.com,,local
obsentinel.com,,local
stateportpilot.com,,local
luminanews.com,,local
akron.com,,local
athensmessenger.com,,local
recordherald.com,,local
bryantimes.com,,local
dailystandard.com,,local
chillicothegazette.com,,local
morningjournalnews.com,,local
morningjournal.com,,local
putnamsentinel.com,,local
portsmouth-dailytimes.com,,local
sidneydailynews.com,,local
heraldstaronline.com,,local
timesbulletin.com,,local
xeniagazette.com,,local
thechronicleonline.com,,local
hoodrivernews.com,,local
lebanon-express.com,,local
newportnewstimes.com,,local
echo-pilot.com,,local
lockhaven.com,,local
titusvilleherald.com,,local
wcexaminer.com,,local
newportri.com,,local
eastbayri.com,,local
charlestonbusiness.com,,local
upstatetoday.com,,local
dailypostathenian.com,,local
stategazette.com,,local
williamsonherald.com,,local
wilsonpost.com,,local
murfreesboropost.com,,local
bowienewsonline.com,,local
hillcountrynews.com,,local
coveleaderpress.com,,local
parkcitiespeople.com,,local
fwweekly.com,,local
gonzalesinquirer.com,,local
heraldbanner.com,,local
valleymorningstar.com,,local
itemonline.com,,local
muleshoejournal.com,,local
navasotaexaminer.com,,local
weatherforddemocrat.com,,local
thecoalfieldprogress.com,,local
farmvilleherald.com,,local
thecarrollnews.com,,local
thecentralvirginian.com,,local
martinsvillebulletin.com,,local
easternshorepost.com,,local
fairfaxtimes.com,,local
rappnews.com,,local
bainbridgereview.com,,local
islandssounder.com,,local
sanjuanislander.com,,local
lyndentribune.com,,local
marysvilleglobe.com,,local
mi-reporter.com,,local
thevidette.com,,local
nwasianweekly.com,,local
sequimgazette.com,,local
waitsburgtimes.com,,local
mountainstatesman.com,,local
williamsondailynews.com,,local
beloitdailynews.com,,local
chetekalert.com,,local
hudsonstarobserver.com,,local
ehextra.com,,local
biztimes.com,,local
shawanoleader.com,,national
sheboyganpress.com,,local
gillettenewsrecord.com,,local
timesdaily.com,,local
choctawsun.org,,local
hartselleenquirer.com,,local
canyon-news.com,,local
pasadenaweekly.com,,local
berthoudsurveyor.com,,local
bcdemocratonline.com,,local
zip06.com,,local
dariennewsonline.com,,local
floridaweekly.com,,local
augusta.com,,local
laraza.com,,local
reviewatlas.com,,local
olneydailymail.com,,local
manchesterpress.com,,local
spencerdailyreporter.com,,local
morningsun.net,,local
hazard-herald.com,,local
sulphurdailynews.com,,local
thewindhameagle.com,,local
myeasternshoremd.com,,local
sooeveningnews.com,,local
stjamesnews.com,,local
austindailyherald.com,,local
sleepyeyenews.com,,local
emissourian.com,,local
waynepost.com,,local
starbeacon.com,,local
salemnews.net,,local
businessjournaldaily.com,,local
ardmoreite.com,,local
news-star.com,,local
exploreclarion.com,,local
wayneindependent.com,,local
indexjournal.com,,local
heraldnewstn.com,,local
